Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,timeofday,day_name,month_name,city
339-12-4827,B,Member,Female,Fashion accessories,73.96,1,3.697999954,77.658,00:00.0,32:00.0,Credit card,73.96,4.761904716,3.698,5,Morning,Saturday,January,Mandalay
339-18-7061,C,Member,Female,Fashion accessories,92.98,2,9.298000336,195.258,00:00.0,06:00.0,Credit card,185.96,4.761904716,9.298,8,Afternoon,Wednesday,February,Naypyitaw
339-38-9982,B,Member,Male,Fashion accessories,59.86,2,5.986000061,125.706,00:00.0,55:00.0,Ewallet,119.72,4.761904716,5.986,6.699999809,Afternoon,Sunday,January,Mandalay
339-96-8318,B,Member,Male,Fashion accessories,81.31,7,28.45849991,597.6285,00:00.0,49:00.0,Ewallet,569.17,4.761904716,28.4585,6.300000191,Evening,Friday,March,Mandalay
340-21-9136,A,Member,Female,Sports and travel,40.05,4,8.010000229,168.21,00:00.0,40:00.0,Cash,160.2,4.761904716,8.01,9.699999809,Morning,Friday,January,Yangon
340-66-0321,A,Member,Male,Electronic accessories,36.36,4,7.271999836,152.712,00:00.0,07:00.0,Cash,145.44,4.761904716,7.272,7.599999905,Afternoon,Monday,March,Yangon
342-65-4817,C,Member,Male,Health and beauty,86.8,3,13.02000046,273.42,00:00.0,47:00.0,Ewallet,260.4,4.761904716,13.02,9.899999619,Afternoon,Monday,January,Naypyitaw
343-61-3544,B,Member,Male,Sports and travel,26.67,10,13.33500004,280.035,00:00.0,48:00.0,Cash,266.7,4.761904716,13.335,8.600000381,Morning,Tuesday,January,Mandalay
343-75-9322,B,Member,Female,Sports and travel,11.85,8,4.739999771,99.54,00:00.0,34:00.0,Cash,94.8,4.761904716,4.74,4.099999905,Afternoon,Wednesday,January,Mandalay
343-87-0864,C,Member,Male,Health and beauty,75.88,1,3.79399991,79.674,00:00.0,30:00.0,Credit card,75.88,4.761904716,3.794,7.099999905,Morning,Thursday,January,Naypyitaw
345-08-4992,A,Normal,Male,Home and lifestyle,33.99,6,10.19699955,214.137,00:00.0,37:00.0,Credit card,203.94,4.761904716,10.197,7.699999809,Afternoon,Friday,March,Yangon
345-68-9016,C,Member,Female,Sports and travel,31.67,8,12.66800022,266.028,00:00.0,19:00.0,Credit card,253.36,4.761904716,12.668,5.599999905,Afternoon,Wednesday,January,Naypyitaw
346-12-3257,B,Member,Male,Electronic accessories,19.24,9,8.657999992,181.818,00:00.0,28:00.0,Cash,173.16,4.761904716,8.658,8,Afternoon,Monday,March,Mandalay
346-84-3103,B,Member,Female,Electronic accessories,13.22,5,3.305000067,69.405,00:00.0,26:00.0,Cash,66.1,4.761904716,3.305,4.300000191,Evening,Saturday,March,Mandalay
347-34-2234,B,Member,Female,Sports and travel,55.07,9,24.78149986,520.4115,00:00.0,40:00.0,Ewallet,495.63,4.761904716,24.7815,10,Afternoon,Sunday,February,Mandalay
347-56-2442,A,Normal,Male,Home and lifestyle,65.82,1,3.290999889,69.111,00:00.0,33:00.0,Cash,65.82,4.761904716,3.291,4.099999905,Afternoon,Friday,February,Yangon
347-72-6115,B,Member,Female,Sports and travel,90.74,7,31.75900078,666.939,00:00.0,03:00.0,Credit card,635.18,4.761904716,31.759,6.199999809,Evening,Wednesday,January,Mandalay
349-97-8902,B,Member,Male,Food and beverages,57.89,2,5.789000034,121.569,00:00.0,37:00.0,Ewallet,115.78,4.761904716,5.789,8.899999619,Morning,Thursday,January,Mandalay
351-62-0822,B,Member,Female,Fashion accessories,14.48,4,2.895999908,60.816,00:00.0,07:00.0,Ewallet,57.92,4.761904716,2.896,4.5,Evening,Wednesday,February,Mandalay
354-25-5821,B,Member,Female,Sports and travel,69.12,6,20.73600006,435.456,00:00.0,03:00.0,Cash,414.72,4.761904716,20.736,5.599999905,Afternoon,Friday,February,Mandalay
354-39-5160,A,Member,Female,Home and lifestyle,34.42,6,10.32600021,216.846,00:00.0,39:00.0,Cash,206.52,4.761904716,10.326,9.800000191,Afternoon,Monday,February,Yangon
355-34-6244,B,Normal,Male,Food and beverages,72.39,2,7.238999844,152.019,00:00.0,55:00.0,Credit card,144.78,4.761904716,7.239,8.100000381,Evening,Sunday,January,Mandalay
355-53-5943,A,Member,Female,Electronic accessories,68.84,6,20.65200043,433.692,00:00.0,36:00.0,Ewallet,413.04,4.761904716,20.652,5.800000191,Afternoon,Monday,February,Yangon
356-44-8813,B,Normal,Male,Home and lifestyle,37.48,3,5.622000217,118.062,00:00.0,45:00.0,Credit card,112.44,4.761904716,5.622,7.699999809,Afternoon,Sunday,January,Mandalay
358-88-9262,C,Member,Female,Food and beverages,87.48,6,26.24399948,551.124,00:00.0,43:00.0,Ewallet,524.88,4.761904716,26.244,5.099999905,Evening,Friday,February,Naypyitaw
359-90-3665,B,Member,Female,Fashion accessories,18.08,4,3.615999937,75.936,00:00.0,03:00.0,Credit card,72.32,4.761904716,3.616,9.5,Evening,Monday,January,Mandalay
359-94-5395,B,Normal,Male,Health and beauty,92.78,1,4.638999939,97.419,00:00.0,50:00.0,Credit card,92.78,4.761904716,4.639,9.800000191,Morning,Friday,March,Mandalay
360-39-5055,C,Member,Male,Sports and travel,48.91,5,12.22749996,256.7775,00:00.0,17:00.0,Cash,244.55,4.761904716,12.2275,6.599999905,Morning,Saturday,March,Naypyitaw
361-59-0574,B,Member,Male,Sports and travel,90.53,8,36.2120018,760.452,00:00.0,48:00.0,Credit card,724.24,4.761904716,36.212,6.5,Afternoon,Friday,March,Mandalay
361-85-2571,A,Normal,Female,Sports and travel,89.48,5,22.37000084,469.77,00:00.0,18:00.0,Cash,447.4,4.761904716,22.37,7.400000095,Morning,Saturday,March,Yangon
362-58-8315,C,Normal,Male,Fashion accessories,76.52,5,19.12999916,401.73,00:00.0,23:00.0,Cash,382.6,4.761904716,19.13,9.899999619,Morning,Monday,March,Naypyitaw
364-33-8584,B,Member,Female,Food and beverages,17.63,5,4.40749979,92.5575,00:00.0,27:00.0,Cash,88.15,4.761904716,4.4075,8.5,Afternoon,Friday,March,Mandalay
364-34-2972,C,Member,Male,Electronic accessories,96.82,3,14.52299976,304.983,00:00.0,37:00.0,Cash,290.46,4.761904716,14.523,6.699999809,Evening,Saturday,March,Naypyitaw
365-16-4334,B,Normal,Female,Food and beverages,26.43,8,10.57199955,222.012,00:00.0,26:00.0,Ewallet,211.44,4.761904716,10.572,8.899999619,Afternoon,Sunday,February,Mandalay
365-64-0515,A,Normal,Female,Electronic accessories,46.95,5,11.73750019,246.4875,00:00.0,25:00.0,Ewallet,234.75,4.761904716,11.7375,7.099999905,Morning,Tuesday,February,Yangon
366-43-6862,B,Normal,Male,Electronic accessories,52.89,4,10.57800007,222.138,00:00.0,32:00.0,Ewallet,211.56,4.761904716,10.578,6.699999809,Afternoon,Monday,March,Mandalay
366-93-0948,A,Member,Male,Electronic accessories,66.35,1,3.317500114,69.6675,00:00.0,46:00.0,Credit card,66.35,4.761904716,3.3175,9.699999809,Morning,Thursday,January,Yangon
369-82-2676,B,Normal,Male,Electronic accessories,75.66,5,18.91500092,397.215,00:00.0,22:00.0,Ewallet,378.3,4.761904716,18.915,7.800000191,Evening,Tuesday,January,Mandalay
370-41-7321,B,Member,Male,Health and beauty,56.69,9,25.51049995,535.7205,00:00.0,24:00.0,Credit card,510.21,4.761904716,25.5105,8.399999619,Afternoon,Wednesday,February,Mandalay
370-96-0655,C,Normal,Female,Fashion accessories,49.32,6,14.79599953,310.716,00:00.0,46:00.0,Ewallet,295.92,4.761904716,14.796,7.099999905,Afternoon,Wednesday,January,Naypyitaw
371-85-5789,B,Normal,Male,Health and beauty,87.98,3,13.19699955,277.137,00:00.0,40:00.0,Ewallet,263.94,4.761904716,13.197,5.099999905,Morning,Tuesday,March,Mandalay
372-26-1506,C,Normal,Female,Fashion accessories,23.82,5,5.954999924,125.055,00:00.0,24:00.0,Ewallet,119.1,4.761904716,5.955,5.400000095,Evening,Monday,January,Naypyitaw
372-62-5264,C,Normal,Female,Food and beverages,52.6,9,23.67000008,497.07,00:00.0,42:00.0,Cash,473.4,4.761904716,23.67,7.599999905,Afternoon,Wednesday,January,Naypyitaw
372-94-8041,A,Normal,Male,Health and beauty,15.26,6,4.578000069,96.138,00:00.0,03:00.0,Ewallet,91.56,4.761904716,4.578,9.800000191,Evening,Friday,February,Yangon
373-09-4567,C,Normal,Male,Food and beverages,77.56,10,38.77999878,814.38,00:00.0,35:00.0,Ewallet,775.6,4.761904716,38.78,6.900000095,Evening,Thursday,March,Naypyitaw
373-14-0504,A,Member,Female,Sports and travel,71.63,2,7.163000107,150.423,00:00.0,33:00.0,Ewallet,143.26,4.761904716,7.163,8.800000191,Afternoon,Tuesday,February,Yangon
373-73-7910,A,Normal,Male,Sports and travel,86.31,7,30.20849991,634.3785,00:00.0,37:00.0,Ewallet,604.17,4.761904716,30.2085,5.300000191,Morning,Friday,February,Yangon
373-88-1424,C,Member,Male,Home and lifestyle,35.81,5,8.952500343,188.0025,00:00.0,44:00.0,Ewallet,179.05,4.761904716,8.9525,7.900000095,Evening,Wednesday,February,Naypyitaw
374-17-3652,B,Member,Female,Food and beverages,42.82,9,19.2689991,404.649,00:00.0,26:00.0,Credit card,385.38,4.761904716,19.269,8.899999619,Afternoon,Tuesday,February,Mandalay
374-38-5555,B,Normal,Female,Fashion accessories,63.71,5,15.92749977,334.4775,00:00.0,30:00.0,Ewallet,318.55,4.761904716,15.9275,8.5,Evening,Thursday,February,Mandalay
375-72-3056,B,Normal,Male,Sports and travel,63.06,3,9.458999634,198.639,00:00.0,58:00.0,Ewallet,189.18,4.761904716,9.459,7,Afternoon,Saturday,January,Mandalay
376-02-8238,B,Normal,Male,Home and lifestyle,93.87,8,37.54800034,788.508,00:00.0,42:00.0,Credit card,750.96,4.761904716,37.548,8.300000191,Evening,Saturday,February,Mandalay
376-56-3573,C,Normal,Female,Fashion accessories,95.42,4,19.08399963,400.764,00:00.0,23:00.0,Ewallet,381.68,4.761904716,19.084,6.400000095,Afternoon,Saturday,February,Naypyitaw
377-79-7592,C,Member,Female,Electronic accessories,44.84,9,20.1779995,423.738,00:00.0,00:00.0,Credit card,403.56,4.761904716,20.178,7.5,Afternoon,Monday,January,Naypyitaw
378-07-7001,B,Member,Male,Electronic accessories,48.09,3,7.213500023,151.4835,00:00.0,23:00.0,Credit card,144.27,4.761904716,7.2135,7.800000191,Evening,Sunday,February,Mandalay
378-24-2715,B,Normal,Male,Home and lifestyle,53.44,2,5.343999863,112.224,00:00.0,38:00.0,Ewallet,106.88,4.761904716,5.344,4.099999905,Evening,Sunday,January,Mandalay
379-17-6588,C,Normal,Male,Fashion accessories,59.61,10,29.80500031,625.905,00:00.0,07:00.0,Cash,596.1,4.761904716,29.805,5.300000191,Morning,Thursday,March,Naypyitaw
380-60-5336,A,Normal,Female,Electronic accessories,40.26,10,20.12999916,422.73,00:00.0,06:00.0,Credit card,402.6,4.761904716,20.13,5,Evening,Sunday,February,Yangon
380-94-4661,C,Member,Male,Electronic accessories,65.94,4,13.18799973,276.948,00:00.0,05:00.0,Credit card,263.76,4.761904716,13.188,6.900000095,Afternoon,Thursday,February,Naypyitaw
381-20-0914,A,Member,Female,Fashion accessories,20.01,9,9.004500389,189.0945,00:00.0,48:00.0,Credit card,180.09,4.761904716,9.0045,5.699999809,Afternoon,Saturday,January,Yangon
382-03-4532,A,Member,Female,Health and beauty,18.33,1,0.916499972,19.2465,00:00.0,50:00.0,Cash,18.33,4.761904716,0.9165,4.300000191,Evening,Saturday,February,Yangon
382-25-8917,C,Normal,Male,Fashion accessories,42.08,6,12.6239996,265.104,00:00.0,25:00.0,Cash,252.48,4.761904716,12.624,8.899999619,Afternoon,Tuesday,January,Naypyitaw
384-59-6655,A,Member,Female,Food and beverages,98.66,9,44.39699936,932.337,00:00.0,07:00.0,Cash,887.94,4.761904716,44.397,8.399999619,Afternoon,Tuesday,February,Yangon
386-27-7606,C,Member,Female,Home and lifestyle,81.2,7,28.42000008,596.82,00:00.0,59:00.0,Credit card,568.4,4.761904716,28.42,8.100000381,Afternoon,Saturday,March,Naypyitaw
387-49-4215,B,Member,Female,Sports and travel,48.5,3,7.275000095,152.775,00:00.0,50:00.0,Cash,145.5,4.761904716,7.275,6.699999809,Afternoon,Tuesday,January,Mandalay
388-76-2555,B,Normal,Male,Sports and travel,13.69,6,4.106999874,86.247,00:00.0,59:00.0,Cash,82.14,4.761904716,4.107,6.300000191,Afternoon,Wednesday,February,Mandalay
389-25-3394,C,Normal,Male,Electronic accessories,11.81,5,2.952500105,62.0025,00:00.0,06:00.0,Cash,59.05,4.761904716,2.9525,9.399999619,Evening,Sunday,February,Naypyitaw
389-70-2397,C,Normal,Female,Health and beauty,83.66,5,20.91500092,439.215,00:00.0,26:00.0,Cash,418.3,4.761904716,20.915,7.199999809,Morning,Thursday,February,Naypyitaw
390-17-5806,C,Member,Female,Food and beverages,38.42,1,1.921000004,40.341,00:00.0,33:00.0,Cash,38.42,4.761904716,1.921,8.600000381,Afternoon,Saturday,February,Naypyitaw
390-31-6381,C,Normal,Male,Food and beverages,27.22,3,4.083000183,85.743,00:00.0,37:00.0,Cash,81.66,4.761904716,4.083,7.300000191,Afternoon,Monday,January,Naypyitaw
390-80-5128,B,Member,Female,Health and beauty,19.15,1,0.957499981,20.1075,00:00.0,58:00.0,Credit card,19.15,4.761904716,0.9575,9.5,Afternoon,Monday,January,Mandalay
393-65-2792,C,Normal,Male,Food and beverages,89.48,10,44.74000168,939.54,00:00.0,46:00.0,Credit card,894.8,4.761904716,44.74,9.600000381,Afternoon,Sunday,January,Naypyitaw
394-30-3170,B,Member,Female,Sports and travel,88.43,8,35.37200165,742.812,00:00.0,35:00.0,Credit card,707.44,4.761904716,35.372,4.300000191,Evening,Friday,March,Mandalay
394-41-0748,C,Member,Female,Fashion accessories,54.07,9,24.3314991,510.9615,00:00.0,55:00.0,Ewallet,486.63,4.761904716,24.3315,9.5,Afternoon,Sunday,January,Naypyitaw
394-43-4238,B,Member,Male,Home and lifestyle,17.77,5,4.442500114,93.2925,00:00.0,42:00.0,Credit card,88.85,4.761904716,4.4425,5.400000095,Afternoon,Friday,February,Mandalay
394-55-6384,C,Member,Female,Sports and travel,70.19,9,31.58550072,663.2955,00:00.0,38:00.0,Cash,631.71,4.761904716,31.5855,6.699999809,Afternoon,Friday,January,Naypyitaw
396-90-2219,B,Normal,Female,Electronic accessories,14.96,8,5.984000206,125.664,00:00.0,29:00.0,Cash,119.68,4.761904716,5.984,8.600000381,Afternoon,Saturday,February,Mandalay
397-25-8725,A,Member,Female,Health and beauty,39.62,9,17.82900047,374.409,00:00.0,54:00.0,Credit card,356.58,4.761904716,17.829,6.800000191,Afternoon,Sunday,January,Yangon
399-46-5918,C,Normal,Female,Electronic accessories,85.98,8,34.39199829,722.232,00:00.0,01:00.0,Cash,687.84,4.761904716,34.392,8.199999809,Evening,Thursday,February,Naypyitaw
399-69-4630,C,Normal,Male,Electronic accessories,22.21,6,6.663000107,139.923,00:00.0,23:00.0,Credit card,133.26,4.761904716,6.663,8.600000381,Morning,Thursday,March,Naypyitaw
400-45-1220,B,Normal,Female,Health and beauty,13.5,10,6.75,141.75,00:00.0,06:00.0,Credit card,135,4.761904716,6.75,4.800000191,Morning,Wednesday,February,Mandalay
400-60-7251,A,Normal,Male,Home and lifestyle,74.07,1,3.703500032,77.7735,00:00.0,50:00.0,Ewallet,74.07,4.761904716,3.7035,9.899999619,Afternoon,Sunday,February,Yangon
400-80-4065,C,Member,Male,Health and beauty,68.55,4,13.71000004,287.91,00:00.0,21:00.0,Credit card,274.2,4.761904716,13.71,9.199999809,Evening,Friday,February,Naypyitaw
400-89-4171,C,Normal,Female,Sports and travel,80.97,8,32.38800049,680.148,00:00.0,05:00.0,Cash,647.76,4.761904716,32.388,9.300000191,Afternoon,Monday,January,Naypyitaw
401-09-4232,C,Member,Male,Home and lifestyle,86.69,5,21.67250061,455.1225,00:00.0,38:00.0,Ewallet,433.45,4.761904716,21.6725,9.399999619,Evening,Monday,February,Naypyitaw
401-18-8016,B,Member,Female,Sports and travel,98.13,1,4.906499863,103.0365,00:00.0,36:00.0,Cash,98.13,4.761904716,4.9065,8.899999619,Afternoon,Monday,January,Mandalay
404-91-5964,A,Normal,Male,Electronic accessories,74.58,7,26.10300064,548.163,00:00.0,09:00.0,Credit card,522.06,4.761904716,26.103,9,Afternoon,Monday,February,Yangon
405-31-3305,A,Member,Male,Fashion accessories,43.13,10,21.56500053,452.865,00:00.0,31:00.0,Credit card,431.3,4.761904716,21.565,5.5,Evening,Saturday,February,Yangon
406-46-7107,A,Normal,Female,Home and lifestyle,96.52,6,28.95599937,608.076,00:00.0,52:00.0,Cash,579.12,4.761904716,28.956,4.5,Morning,Friday,January,Yangon
407-63-8975,A,Normal,Male,Food and beverages,73.88,6,22.16399956,465.444,00:00.0,16:00.0,Ewallet,443.28,4.761904716,22.164,4.400000095,Evening,Saturday,March,Yangon
408-26-9866,C,Normal,Female,Sports and travel,73.98,7,25.89299965,543.753,00:00.0,42:00.0,Ewallet,517.86,4.761904716,25.893,4.099999905,Afternoon,Saturday,March,Naypyitaw
408-66-6712,C,Member,Female,Health and beauty,47.71,6,14.31299973,300.573,00:00.0,19:00.0,Ewallet,286.26,4.761904716,14.313,4.400000095,Afternoon,Saturday,February,Naypyitaw
409-33-9708,A,Normal,Female,Fashion accessories,98.48,2,9.847999573,206.808,00:00.0,12:00.0,Ewallet,196.96,4.761904716,9.848,9.199999809,Morning,Tuesday,February,Yangon
409-49-6995,C,Member,Female,Food and beverages,47.27,6,14.18099976,297.801,00:00.0,17:00.0,Cash,283.62,4.761904716,14.181,8.800000191,Morning,Tuesday,February,Naypyitaw
410-67-1709,A,Member,Female,Fashion accessories,63.88,8,25.55200005,536.592,00:00.0,48:00.0,Ewallet,511.04,4.761904716,25.552,9.899999619,Afternoon,Sunday,January,Yangon
411-77-0180,A,Member,Male,Electronic accessories,72.2,7,25.27000046,530.67,00:00.0,14:00.0,Ewallet,505.4,4.761904716,25.27,4.300000191,Evening,Tuesday,March,Yangon
413-20-6708,C,Member,Female,Fashion accessories,51.47,1,2.573499918,54.0435,00:00.0,52:00.0,Ewallet,51.47,4.761904716,2.5735,8.5,Afternoon,Monday,March,Naypyitaw
414-12-7047,B,Normal,Male,Food and beverages,19.79,8,7.915999889,166.236,00:00.0,04:00.0,Ewallet,158.32,4.761904716,7.916,8.699999809,Afternoon,Friday,January,Mandalay
416-13-5917,C,Normal,Female,Food and beverages,97.03,5,24.25749969,509.4075,00:00.0,24:00.0,Ewallet,485.15,4.761904716,24.2575,9.300000191,Afternoon,Wednesday,January,Naypyitaw
416-17-9926,A,Member,Female,Electronic accessories,74.22,10,37.11000061,779.31,00:00.0,42:00.0,Credit card,742.2,4.761904716,37.11,4.300000191,Afternoon,Tuesday,January,Yangon
418-02-5978,B,Normal,Female,Health and beauty,84.09,9,37.84049988,794.6505,00:00.0,54:00.0,Cash,756.81,4.761904716,37.8405,8,Morning,Monday,February,Mandalay
418-05-0656,B,Normal,Female,Fashion accessories,25.56,7,8.946000099,187.866,00:00.0,42:00.0,Cash,178.92,4.761904716,8.946,7.099999905,Evening,Saturday,February,Mandalay
420-04-7590,B,Normal,Male,Home and lifestyle,99.7,3,14.95499992,314.055,00:00.0,29:00.0,Ewallet,299.1,4.761904716,14.955,4.699999809,Morning,Monday,March,Mandalay
420-11-4919,C,Member,Female,Food and beverages,71.39,5,17.84749985,374.7975,00:00.0,57:00.0,Credit card,356.95,4.761904716,17.8475,5.5,Evening,Sunday,February,Naypyitaw
420-18-8989,A,Member,Female,Sports and travel,51.52,8,20.6079998,432.768,00:00.0,47:00.0,Cash,412.16,4.761904716,20.608,9.600000381,Afternoon,Saturday,February,Yangon
420-97-3340,A,Normal,Female,Food and beverages,71.68,3,10.75199986,225.792,00:00.0,30:00.0,Credit card,215.04,4.761904716,10.752,9.199999809,Afternoon,Thursday,March,Yangon
421-95-9805,A,Normal,Female,Electronic accessories,28.96,1,1.447999954,30.408,00:00.0,18:00.0,Credit card,28.96,4.761904716,1.448,6.199999809,Morning,Thursday,February,Yangon
422-29-8786,A,Normal,Female,Home and lifestyle,67.09,5,16.77249908,352.2225,00:00.0,47:00.0,Credit card,335.45,4.761904716,16.7725,9.100000381,Afternoon,Thursday,January,Yangon
423-57-2993,B,Normal,Male,Sports and travel,93.39,6,28.0170002,588.357,00:00.0,18:00.0,Ewallet,560.34,4.761904716,28.017,10,Evening,Wednesday,March,Mandalay
423-64-4619,A,Member,Female,Health and beauty,15.55,9,6.997499943,146.9475,00:00.0,12:00.0,Cash,139.95,4.761904716,6.9975,5,Afternoon,Thursday,March,Yangon
423-80-0988,C,Normal,Male,Sports and travel,76.4,2,7.639999866,160.44,00:00.0,42:00.0,Ewallet,152.8,4.761904716,7.64,6.5,Evening,Wednesday,January,Naypyitaw
425-85-2085,B,Member,Male,Health and beauty,54.86,5,13.71500015,288.015,00:00.0,48:00.0,Ewallet,274.3,4.761904716,13.715,9.800000191,Afternoon,Friday,March,Mandalay
426-39-2418,C,Normal,Male,Electronic accessories,61.41,7,21.49349976,451.3635,00:00.0,02:00.0,Cash,429.87,4.761904716,21.4935,9.800000191,Morning,Monday,January,Naypyitaw
427-45-9297,B,Member,Female,Home and lifestyle,40.73,7,14.25549984,299.3655,00:00.0,01:00.0,Ewallet,285.11,4.761904716,14.2555,5.400000095,Morning,Tuesday,March,Mandalay
428-83-5800,C,Member,Female,Food and beverages,21.08,3,3.161999941,66.402,00:00.0,25:00.0,Cash,63.24,4.761904716,3.162,7.300000191,Morning,Saturday,February,Naypyitaw
430-02-3888,B,Normal,Male,Electronic accessories,46.02,6,13.80599976,289.926,00:00.0,55:00.0,Cash,276.12,4.761904716,13.806,7.099999905,Afternoon,Thursday,February,Mandalay
430-53-4718,B,Member,Male,Health and beauty,75.37,8,30.14800072,633.108,00:00.0,46:00.0,Credit card,602.96,4.761904716,30.148,8.399999619,Afternoon,Monday,January,Mandalay
430-60-3493,A,Member,Female,Home and lifestyle,94.88,7,33.20800018,697.368,00:00.0,38:00.0,Cash,664.16,4.761904716,33.208,4.199999809,Afternoon,Sunday,February,Yangon
431-66-2305,B,Normal,Female,Electronic accessories,88.25,9,39.71250153,833.9625,00:00.0,51:00.0,Credit card,794.25,4.761904716,39.7125,7.599999905,Evening,Friday,February,Mandalay
433-08-7822,C,Normal,Female,Health and beauty,78.89,7,27.61149979,579.8415,00:00.0,48:00.0,Ewallet,552.23,4.761904716,27.6115,7.5,Evening,Saturday,January,Naypyitaw
433-75-6987,B,Member,Female,Health and beauty,55.97,7,19.58950043,411.3795,00:00.0,06:00.0,Ewallet,391.79,4.761904716,19.5895,8.899999619,Evening,Tuesday,March,Mandalay
434-35-9162,B,Member,Male,Food and beverages,23.34,4,4.668000221,98.028,00:00.0,53:00.0,Ewallet,93.36,4.761904716,4.668,7.400000095,Evening,Monday,February,Mandalay
434-83-9547,C,Member,Male,Food and beverages,38.47,8,15.38799953,323.148,00:00.0,51:00.0,Cash,307.76,4.761904716,15.388,7.699999809,Morning,Wednesday,January,Naypyitaw
435-13-4908,A,Member,Male,Fashion accessories,86.68,8,34.67200089,728.112,00:00.0,04:00.0,Credit card,693.44,4.761904716,34.672,7.199999809,Evening,Thursday,January,Yangon
436-54-4512,A,Member,Female,Food and beverages,91.61,1,4.580500126,96.1905,00:00.0,44:00.0,Cash,91.61,4.761904716,4.5805,9.800000191,Evening,Wednesday,March,Yangon
437-53-3084,B,Normal,Male,Fashion accessories,99.89,2,9.98900032,209.769,00:00.0,48:00.0,Ewallet,199.78,4.761904716,9.989,7.099999905,Morning,Tuesday,February,Mandalay
437-58-8131,B,Normal,Female,Fashion accessories,73.52,2,7.352000237,154.392,00:00.0,41:00.0,Ewallet,147.04,4.761904716,7.352,4.599999905,Afternoon,Tuesday,January,Mandalay
438-01-4015,B,Member,Female,Sports and travel,49.49,4,9.897999763,207.858,00:00.0,25:00.0,Ewallet,197.96,4.761904716,9.898,6.599999905,Afternoon,Thursday,March,Mandalay
438-23-1242,B,Normal,Male,Electronic accessories,75.88,7,26.55800056,557.718,00:00.0,38:00.0,Ewallet,531.16,4.761904716,26.558,8.899999619,Morning,Thursday,January,Mandalay
439-54-7422,A,Normal,Female,Electronic accessories,51.19,4,10.23799992,214.998,00:00.0,15:00.0,Credit card,204.76,4.761904716,10.238,4.699999809,Afternoon,Monday,March,Yangon
440-59-5691,C,Member,Female,Health and beauty,37.15,7,13.00249958,273.0525,00:00.0,12:00.0,Credit card,260.05,4.761904716,13.0025,7.699999809,Afternoon,Friday,February,Naypyitaw
441-94-7118,A,Member,Male,Electronic accessories,71.95,1,3.597500086,75.5475,00:00.0,14:00.0,Cash,71.95,4.761904716,3.5975,7.300000191,Afternoon,Monday,February,Yangon
442-44-6497,C,Member,Male,Home and lifestyle,55.57,3,8.335499763,175.0455,00:00.0,42:00.0,Credit card,166.71,4.761904716,8.3355,5.900000095,Morning,Tuesday,January,Naypyitaw
442-48-3607,A,Member,Male,Food and beverages,23.48,2,2.34800005,49.308,00:00.0,21:00.0,Credit card,46.96,4.761904716,2.348,7.900000095,Morning,Thursday,March,Yangon
443-59-0061,A,Member,Male,Food and beverages,67.45,10,33.72499847,708.225,00:00.0,25:00.0,Ewallet,674.5,4.761904716,33.725,4.199999809,Morning,Sunday,February,Yangon
443-60-9639,C,Member,Female,Home and lifestyle,60.87,1,3.043499947,63.9135,00:00.0,24:00.0,Cash,60.87,4.761904716,3.0435,5.5,Afternoon,Thursday,January,Naypyitaw
443-82-0585,A,Member,Female,Health and beauty,77.68,4,15.53600025,326.256,00:00.0,54:00.0,Cash,310.72,4.761904716,15.536,8.399999619,Evening,Friday,February,Yangon
445-30-9252,A,Normal,Male,Sports and travel,25.7,3,3.855000019,80.955,00:00.0,59:00.0,Ewallet,77.1,4.761904716,3.855,6.099999905,Afternoon,Thursday,January,Yangon
446-47-6729,C,Normal,Male,Fashion accessories,99.82,2,9.982000351,209.622,00:00.0,09:00.0,Credit card,199.64,4.761904716,9.982,6.699999809,Evening,Wednesday,January,Naypyitaw
447-15-7839,A,Member,Female,Sports and travel,22.24,10,11.11999989,233.52,00:00.0,00:00.0,Cash,222.4,4.761904716,11.12,4.199999809,Morning,Saturday,February,Yangon
448-34-8700,B,Member,Male,Home and lifestyle,36.91,7,12.91849995,271.2885,00:00.0,51:00.0,Ewallet,258.37,4.761904716,12.9185,6.699999809,Afternoon,Sunday,February,Mandalay
448-61-3783,A,Normal,Female,Electronic accessories,90.02,8,36.00799942,756.168,00:00.0,08:00.0,Credit card,720.16,4.761904716,36.008,4.5,Afternoon,Thursday,March,Yangon
448-81-5016,A,Normal,Male,Health and beauty,59.77,2,5.977000237,125.517,00:00.0,01:00.0,Credit card,119.54,4.761904716,5.977,5.800000191,Afternoon,Monday,March,Yangon
449-16-6770,A,Normal,Male,Health and beauty,50.79,5,12.69750023,266.6475,00:00.0,53:00.0,Credit card,253.95,4.761904716,12.6975,5.300000191,Afternoon,Tuesday,February,Yangon
449-27-2918,B,Member,Female,Sports and travel,39.12,1,1.95599997,41.076,00:00.0,02:00.0,Credit card,39.12,4.761904716,1.956,9.600000381,Morning,Tuesday,March,Mandalay
450-28-2866,C,Member,Male,Food and beverages,17.44,5,4.360000134,91.56,00:00.0,25:00.0,Cash,87.2,4.761904716,4.36,8.100000381,Evening,Tuesday,January,Naypyitaw
450-42-3339,C,Normal,Male,Health and beauty,84.61,10,42.30500031,888.405,00:00.0,58:00.0,Credit card,846.1,4.761904716,42.305,8.800000191,Evening,Saturday,February,Naypyitaw
